Date,RX1,TY1,GC1,CO1,ES1,VG1,NQ1,LLL1,TP1,DU1,TU2
23/10/2007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30/10/2007,1.0007915567282322,1.001266784899924,1.0379446640316206,1.055401327700664,1.0068829891838742,1.0188936945139995,1.0025994575045207,1.0286713286713287,1.0254695956701687,1.0002418145765826,1.000906294892932
06/11/2007,1.0007915567282322,1.0032483984219478,1.0848484848484847,1.1256487628243816,0.9996722386102918,1.0072843159572047,1.0097197106690778,1.0256410256410255,1.003183699458771,1.0002418145765826,1.0031623906902303
13/11/2007,1.005716798592788,1.0108853016757753,1.0527009222661396,1.0721786360893182,0.9723041625696492,0.9840655588436148,0.9343354430379747,0.9875679875679876,0.9172238140719516,1.0020312424432944,1.0056498809282775
20/11/2007,1.0089709762532981,1.0238879438271382,1.042687747035573,1.152564876282438,0.9478859390363815,0.9779194172547234,0.9202079566003617,0.951981351981352,0.9375994906080866,1.0040141219712724,1.011820399348239
27/11/2007,1.0121372031662268,1.031099569293134,1.0724637681159421,1.1167169583584793,0.9351032448377581,0.9653994992032779,0.9188517179023508,0.9294483294483294,0.9455587392550143,1.0052231948541857,1.013334104648136
04/12/2007,1.0130167106420405,1.0374606391834666,1.0557312252964426,1.0806276403138202,0.9591937069813176,0.9904393353061689,0.9323010849909584,0.9634809634809635,0.9627507163323782,1.003337041156841,1.015368447439717
11/12/2007,1.0003518029903253,1.035062796337182,1.069038208168643,1.0861798430899217,0.9688626679777123,1.0147962667880719,0.9448462929475587,0.9627039627039627,0.9984081502706145,1.0019345166126612,1.0140090051003192
18/12/2007,0.9954265611257695,1.0282764486590177,1.0579710144927537,1.087748943874472,0.9542772861356932,0.982699749601639,0.917382459312839,0.9172494172494172,0.9344157911493155,0.9996130966774677,1.0106923514495898
25/12/2007,0.9934036939313984,1.0142784755148575,1.0708827404479577,1.1188895594447799,0.9875450671910849,1.0012815843387206,0.9710669077757685,0.9804195804195804,0.9582935370900987,0.9994196450162015,1.0098631880369076
01/01/2008,0.9948109058927,1.0260143327662963,1.1040843214756257,1.1327700663850333,0.9683710258931498,1.009560664693831,0.9515144665461122,0.958119658119658,0.936007640878701,0.9997098225081008,1.0135558576538533
08/01/2008,1.0086191732629728,1.0419848709689095,1.1598155467720686,1.1531683765841885,0.9157653228449688,0.9863419075802413,0.8718354430379747,0.932012432012432,0.89207258834766,1.002708323257726,1.0192828700623802
15/01/2008,1.0185576077396659,1.0504723297984002,1.1891963109354413,1.0981291490645746,0.9098656178302196,0.9506032324152061,0.864376130198915,0.918958818958819,0.8586437440305635,1.0059002756686173,1.0231972926850432
22/01/2008,1.0208443271767809,1.0661623656303159,1.1729907773386035,1.067592033796017,0.8582431989511635,0.8625085363077624,0.8141952983725136,0.8477855477855477,0.7723654886978669,1.0101562122164724,1.0288471736133207
29/01/2008,1.0210202286719436,1.0544265083788773,1.218840579710145,1.1104405552202776,0.8928220255653884,0.8713862963806055,0.8191681735985533,0.8655788655788655,0.845590576249602,1.0088020505876094,1.0254533884823418
05/02/2008,1.0323658751099383,1.0626334648376705,1.167193675889328,1.072057936028968,0.8805309734513275,0.8493057136353289,0.8069620253164557,0.8533022533022533,0.8643744030563515,1.0131547129660976,1.030650121964153
12/02/2008,1.0242744063324538,1.0576839552643962,1.195520421607378,1.1208207604103804,0.8847918715175352,0.8686546778966537,0.8092224231464737,0.8699300699300698,0.8137535816618912,1.0141703341877448,1.030428368958436
19/02/2008,1.0220756376429199,1.0462286003836547,1.2208168642951251,1.1896197948098974,0.8885611274991806,0.8686546778966537,0.805379746835443,0.8983682983682985,0.857051894301178,1.014025245441795,1.0280180102006384
26/02/2008,1.0150395778364116,1.0491964964349054,1.2465085638998683,1.2006035003017501,0.9064241232382825,0.879353516958798,0.8122739602169982,0.9281274281274281,0.8637376631645972,1.0101562122164724,1.0287700421330712
04/03/2008,1.0356200527704484,1.0729487133084803,1.2731225296442688,1.1770669885334943,0.8698787282858079,0.8229000682904621,0.7877486437613019,0.8762237762237762,0.804839223177332,1.013735067949896,1.0363000028924305
11/03/2008,1.0331574318381707,1.0740797712548409,1.2859025032938076,1.2703681351840677,0.8679121599475582,0.8229000682904621,0.791365280289331,0.8979020979020979,0.7828716969118116,1.0160081249697732,1.0333690066429488
18/03/2008,1.0342128408091469,1.0921766983966121,1.3231884057971013,1.2741098370549186,0.8734841035725992,0.8099248804916913,0.7978074141048824,0.8616938616938616,0.7338427252467367,1.0164433912076218,1.0350273334683135
25/03/2008,1.0224274406332454,1.0725234355206485,1.2318840579710144,1.2142426071213035,0.8859390363815143,0.8085590712497155,0.825497287522604,0.8728049728049728,0.7914676854504935,1.0100594863858392,1.0308815164049017
01/04/2008,1.0144239226033422,1.0651760831010892,1.1632411067193675,1.2090525045262523,0.8983939691904294,0.8363305258365582,0.8398508137432188,0.905905205905206,0.7870105062082139,1.0093340426560913,1.0298980900317203
08/04/2008,1.0110817941952506,1.0629139672083678,1.2042160737812913,1.283524441762221,0.8987217305801377,0.8477122695196904,0.838494575045208,0.9075369075369075,0.8175740210124164,1.0081733326884945,1.0292231895795372
15/04/2008,1.0160949868073879,1.0623439140034023,1.2235836627140975,1.343512371756186,0.8757784333005572,0.820396084680173,0.8122739602169982,0.8963480963480963,0.7975167144221585,1.0092856797407748,1.0300523529922194
22/04/2008,1.0005277044854881,1.0518838901154584,1.215151515151515,1.3995171997586,0.9051130776794494,0.8333712724789438,0.8566907775768535,0.9227661227661227,0.8357211079274116,1.0016927020360786,1.0222138663118618
29/04/2008,1.0030782761653474,1.0441112599080675,1.1552042160737812,1.3691007845503924,0.9119960668633235,0.8493057136353289,0.8765822784810127,0.9125874125874126,0.8666029926774912,1.0044493882091212,1.0196588860285964
06/05/2008,1.002462620932278,1.039161750334793,1.1563899868247696,1.4521424260712132,0.9313339888561127,0.8641019804234009,0.9037070524412296,0.9611499611499611,0.8758357211079274,1.004159210717222,1.019581754548347
13/05/2008,1.005716798592788,1.0398675304933223,1.1457180500658761,1.4978877489438744,0.9208456243854474,0.85886637832916,0.906871609403255,0.938073038073038,0.868831582298631,1.0030952265802582,1.017248527270799
20/05/2008,0.9989445910290237,1.0493412718520394,1.2123847167325428,1.543029571514786,0.9292035398230089,0.8679717732756659,0.9084538878842676,0.9578088578088578,0.8927093282394142,1.0000483629153165,1.020488049441279
27/05/2008,0.9912049252418645,1.0388812479640956,1.196179183135705,1.5487024743512372,0.9077351687971157,0.8440701115410881,0.900994575045208,0.9284382284382285,0.8710601719197708,0.9963244184359432,1.017248527270799
03/06/2008,0.9816182937554969,1.0466538781714865,1.1615283267457182,1.503681351840676,0.9036381514257621,0.8520373321192807,0.903367992766727,0.923154623154623,0.8927093282394142,0.9938095468394835,1.019880639034314
10/06/2008,0.9777484608619174,1.0291179557711099,1.1434782608695653,1.5814121907060956,0.889052769583743,0.8149328477122695,0.8920660036166366,0.8911421911421912,0.8809296402419612,0.9901823281907434,1.011299761856555
17/06/2008,0.969217238346526,1.0230464367150458,1.1650856389986823,1.6140012070006036,0.8856112749918059,0.8099248804916913,0.8935352622061483,0.8807303807303807,0.8952562878064311,0.988441263239348,1.0110683674158063
24/06/2008,0.9725593667546174,1.021915378768685,1.1715415019762847,1.647073023536512,0.8623402163225172,0.7816981561575234,0.8641500904159132,0.8585858585858586,0.8605539637058262,0.9905692315132756,1.0130255787271378
01/07/2008,0.9709762532981531,1.0303937891346049,1.2444005270092227,1.6978877489438744,0.8431661750245821,0.7559754154336444,0.8449367088607594,0.8331002331002332,0.8417701368990768,0.9895536102916284,1.0179234277229823
08/07/2008,0.9862796833773086,1.0426906511274385,1.2164690382081687,1.6467109233554618,0.8349721402818748,0.7541543364443433,0.8447106690777577,0.8114219114219113,0.8140719516077682,0.9933259176863181,1.0171713957905495
15/07/2008,0.9887423043095867,1.044391762278765,1.289459815546772,1.6747133373566687,0.7941658472631924,0.7218301843842476,0.8132911392405063,0.7817404817404817,0.7978350843680356,0.9947768051458141,1.0190514756216316
22/07/2008,0.9693051890941072,1.0267201129248253,1.2496706192358367,1.5636692818346412,0.8352999016715831,0.7625768267698612,0.8245931283905967,0.804972804972805,0.8229863100923273,0.9898921506988441,1.01288095720167
29/07/2008,0.981882145998241,1.032511129610192,1.2075098814229248,1.4811104405552202,0.8271058669288758,0.7612110175278852,0.8327305605786618,0.7982128982128982,0.8153454313912767,0.9942448130773324,1.015368447439717
05/08/2008,0.9929639401934917,1.0378859169712982,1.1575757575757577,1.4206397103198554,0.8410357259914782,0.7728203960846802,0.8449367088607594,0.7777000777000777,0.7936962750716332,0.9956957005368283,1.0173931487962669
12/08/2008,1.0008795074758134,1.047079155959318,1.0648221343873518,1.3415811707905856,0.8466076696165191,0.7842021397678124,0.8791817359855335,0.7536907536907537,0.81056988220312,0.999274556270252,1.019581754548347
19/08/2008,1.0055408970976254,1.0520286655325926,1.0686429512516469,1.3669281834640918,0.8315306456899377,0.7493740040974277,0.8676537070524413,0.729059829059829,0.7860553963705826,1.0005803549837984,1.0224452607526104
26/08/2008,1.0083553210202287,1.0566886242715987,1.0832674571805008,1.383584791792396,0.8336610947230416,0.7534714318233553,0.8551084990958409,0.728904428904429,0.7815982171283031,0.9999516370846834,1.0225223922328601
02/09/2008,1.004485488126649,1.062208187049839,1.0627140974967062,1.307664453832227,0.8367748279252704,0.7782836330525836,0.8371383363471971,0.717948717948718,0.7730022285896211,0.9981138463026551,1.025009882470907
09/09/2008,1.0121372031662268,1.0664428680010134,1.0383399209486166,1.211104405552203,0.8039986889544412,0.743455497382199,0.7815325497287523,0.652991452991453,0.7593123209169055,1.003337041156841,1.0262150618498058
16/09/2008,1.0152154793315744,1.0766223895182596,1.0238471673254281,1.0768859384429692,0.795968534906588,0.7020259503755976,0.7804023508137432,0.6268065268065268,0.7080547596306909,1.0067708081443147,1.0313346638513676
23/09/2008,0.9964819700967458,1.0392974772883563,1.167193675889328,1.2441762220881112,0.778105539167486,0.7197814705212838,0.7461573236889693,0.6297591297591297,0.7392550143266475,1.0032403153262077,1.027343109748455
30/09/2008,1.0120492524186455,1.037180136812769,1.1517786561264822,1.1849124924562464,0.7663061291379876,0.6970179831550194,0.7253616636528029,0.6256410256410256,0.6914995224450812,1.0096242201479904,1.0289243050935701
07/10/2008,1.0294635004397537,1.0599460711571176,1.1573122529644269,1.0218467109233556,0.6592920353982301,0.6551331664010926,0.6042043399638336,0.47412587412587415,0.6246418338108882,1.0152343183247086,1.037437692226111
14/10/2008,1.0025505716798593,1.0147037533026892,1.101844532279315,0.899577549788775,0.656997705670272,0.6284998861825631,0.6175406871609403,0.5037296037296037,0.6240050939191341,1.013638342119263,1.031103269410619
21/10/2008,1.0135444151275286,1.0360490788664085,1.0093544137022399,0.8415208207604105,0.6288102261553589,0.5893466879125883,0.5843128390596745,0.42742812742812747,0.6055396370582617,1.0189582628040819,1.0297534685062526
28/10/2008,1.0309586631486367,1.0347732455029135,0.9740447957839261,0.7277006638503319,0.6153720091773189,0.5294787161393125,0.5913200723327305,0.4063714063714064,0.5052531041069723,1.0251003530492817,1.0303512374781862
04/11/2008,1.0262093227792437,1.041704368598212,0.997760210803689,0.8019312009656006,0.6576532284496887,0.626678807193262,0.6240958408679927,0.4902874902874903,0.5826170009551098,1.0250519901339652,1.032462711750017
11/11/2008,1.038170624450308,1.049621774222737,0.9654808959156784,0.6724200362100181,0.5853818420190101,0.567038470293649,0.5528933092224232,0.43123543123543123,0.5647882839859917,1.0284857571214392,1.0351719549937815
18/11/2008,1.0445030782761653,1.0719624307792537,0.9653491436100132,0.6257091128545565,0.5680104883644707,0.5429091736854086,0.530741410488246,0.39650349650349653,0.5326329194524037,1.0310489916332155,1.0363771343726802
25/11/2008,1.0627088830255056,1.0964204278113576,1.0783926218708828,0.607724803862402,0.5593248115372009,0.5445026178010471,0.5133363471971067,0.39153069153069153,0.5291308500477555,1.0296948300043527,1.0432321946798562
02/12/2008,1.0859278803869832,1.1333200622534294,1.0293807641633728,0.5484610742305371,0.5565388397246804,0.5369906669701798,0.5122061482820977,0.40629370629370626,0.5027061445399554,1.0320162499395462,1.043386457640355
09/12/2008,1.0744942832014073,1.1392558543559304,1.0176548089591568,0.5012673506336753,0.5830875122910522,0.5652173913043478,0.5501808318264014,0.4226884226884227,0.5214899713467048,1.030081733326885,1.0437624736065716
16/12/2008,1.0817062445030783,1.1690886387491404,1.1089591567852437,0.5378394689197346,0.5988200589970502,0.5581607102208058,0.560126582278481,0.47451437451437456,0.5272206303724928,1.033708951975625,1.0484289281616677
23/12/2008,1.0986807387862796,1.150430706865974,1.103030303030303,0.4871454435727218,0.562766306129138,0.5449578875483724,0.5354882459312839,0.4324009324009324,0.5409105380452085,1.0394641388982928,1.0482071751559503
30/12/2008,1.097977132805629,1.1518422671830322,1.1462450592885376,0.48461074230537116,0.5822681088167814,0.5577054404734806,0.5452079566003617,0.44094794094794093,0.5488697866921363,1.0395125018136093,1.0513695658461806
06/01/2009,1.0855760773966578,1.1252578812117702,1.1409749670619236,0.6098974049487025,0.6099639462471321,0.5863874345549738,0.5745931283905967,0.4857808857808858,0.5558739255014327,1.0393674130676596,1.0506946653939973
